comparison,left_environment_id,right_environment_id,perturbation_label,risk_left,risk_right,confidence_left,confidence_right,absolute_risk_change,response_program_shift,response_program_is_descriptive,risk_and_confidence_outcomes_used_for_evaluation_only,matching
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FBL,0.8496753844362952,0.8825339004217679,0.8509245507767428,0.7383327804158117,0.032858515985472736,0.9470437155963409,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FBXO32,0.6070781825755485,0.6521840131079019,0.7573499682337705,0.8883020920328377,0.0451058305323534,0.8782635586305412,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FGFR1,0.724990352365402,0.7262125277693465,0.8205943016239883,0.7992641393057492,0.0012221754039445365,0.8630470546717465,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FKBP4,0.8372979057970472,0.935041568375137,0.800912822612109,0.7377833780884426,0.09774366257808975,0.983347099283273,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FMN1,0.5063259152288233,0.7263481590348724,0.9315768783244162,0.8528225415037224,0.22002224380604907,0.8437392961970491,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FOS,0.6961284714188878,0.6941486038434322,0.9705581926960442,0.9362401324622328,0.0019798675754555406,0.9051201389724394,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FOXM1,0.8871955220052052,0.8903228026451172,0.8894919864406533,0.8098073984161932,0.003127280639911967,0.9614877164645859,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FRZB,0.7274589161777023,0.9502672760315489,0.9740289109608025,0.9458819571309216,0.22280835985384662,0.9828312202182781,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FSTL3,0.6209301116152239,0.7442648457899698,0.9101340017717193,0.8493116791782896,0.12333473417474583,0.9498029366652383,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,FTH1,0.7710184509329463,0.9057046524605441,0.8092785056779461,0.7626972297228097,0.1346862015275978,0.8552685566853944,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,GAA,0.56470114193037,0.9070072177403661,0.9643808135377631,0.8914956038566665,0.34230607580999606,0.9522282016505088,1,1,exact_perturbation_label_intersection
