prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__irf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.22886403253922138,0.072609104,53,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-ets2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.044219833,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.07563731,166,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__spi1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.21156503,100,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-prtg__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.08113849,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.16662788,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__slc38a2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.0018035488,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13470581,88,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-ubash3a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.10673216,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rreb1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.07212206,53,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tbx2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.09031803,86,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__irf1-set__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13403358,50,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map7d1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.096597105,83,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__set__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.11385314,132,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-bak1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.06194616,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1c-cdkn1a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.09226493,16,0.3779644730092272
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ptpn9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.15143906,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k5__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.097532354,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tbx3-tbx2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.15105203,164,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-s1pr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.17621392,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-cebpa__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13877712,18,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-runx1t1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.14896257,161,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__elmsan1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.0015660878,124,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__slc6a9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.057834376,74,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-tbx2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13461499,48,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.1873621,68,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.093328275,97,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-map2k6__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.037150476,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.15032858,106,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__set-klf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.06947776,78,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.14728136,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.100342855,124,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.15367894,63,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3-map2k6__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.016794143,64,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.0022761098,85,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-tgfbr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.0068390826,41,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1-tgfbr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.06588739,55,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__set-cebpe__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.109022826,88,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__osr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.09886785,144,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__col2a1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.18247853,69,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bak1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.04190924,207,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1b-cdkn1a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.1648712,27,0.3779644730092272
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.101957306,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12001548,101,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif2c__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.053149536,77,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.068299584,63,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.014693013,53,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__meis1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.045646638,102,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb25__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12828197,101,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1-prtg__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.11947794,62,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-map7d1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.09114443,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__col1a1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.18005763,37,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbfa2t3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.11938989,93,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6-spi1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.060338862,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__maml2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.054981556,72,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-igdcc3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.072161205,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.087522596,87,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__arrdc3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.078579016,63,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tbx3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12877582,92,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxc13__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.17906234,41,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1-ubash3b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.117823236,35,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zc3hav1-cebpe__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.017577244,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-col2a1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.09486068,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tmsb4x__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.092781425,85,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.079632685,46,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cldn6__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.18601926,83,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-elmsan1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13750926,26,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cited1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.14571714,25,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bpgm-samd1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.16284885,50,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.18663728,35,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kiaa1804__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.083848245,29,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c19orf26__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12666103,113,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-ptpn9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.1505347,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3-elmsan1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.07075847,77,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__egr1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.22900929692039507,0.067168206,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12553023,115,0.35355339059327373
